"Province","Country","WeekNum","Date","Beta","TransmissionInterval","R0"
"","Argentina",8,2020-04-22,0.0552846,18.0882198659301,1.935454056921
"","Armenia",1,2020-03-05,0.132933,7.52258656616491,5.80153971038781
"","Armenia",2,2020-03-12,0.4283591,2.33448991745477,18.694698298812
"","Armenia",3,2020-03-19,0.2043404,4.89379486386441,8.9179432122688
"","Armenia",4,2020-03-26,0.2008689,4.97837146516957,8.7664379795229
"","Armenia",5,2020-04-02,0.05689795,17.5753256488151,2.48317360147337
"","Armenia",6,2020-04-09,0.01310291,76.31892457477,0.57184485933995
"","Armenia",7,2020-04-16,0.01265277,79.0340771230331,0.552199586268297
"","Armenia",8,2020-04-23,0.0179745,55.6343709143509,0.784453638482286
"Aruba","Netherlands",1,2020-03-14,0.3380518,2.95812653563744,14.85112925971
"Aruba","Netherlands",2,2020-03-21,0.4756265,2.10249008413114,20.894994881978
"Aruba","Netherlands",3,2020-03-28,0.1310458,7.63091987686748,5.75704112429545
"Aruba","Netherlands",4,2020-04-04,0.02383426,41.9564106458518,1.04707525908614
"Aruba","Netherlands",5,2020-04-11,0.01411427,70.8502813110419,0.620061328401288
"Australian_Capital_Territory","Australia",1,2020-03-16,0.8789429,1.13773033492847,19.0371946838808
"Australian_Capital_Territory","Australia",2,2020-03-23,0.3595536,2.78122649863609,7.78764113401475
"Australian_Capital_Territory","Australia",3,2020-03-30,0.01576487,63.4321754635465,0.341454375882748
"Australian_Capital_Territory","Australia",4,2020-04-06,0.003559519,280.936834443081,0.077096312154035
"Australian_Capital_Territory","Australia",5,2020-04-13,0.003068904,325.849228258688,0.0664699867467393
"","Austria",1,2020-02-28,0.02026299,49.3510582594178,0.0399741528101175
"","Austria",2,2020-03-06,0.02026383,49.3490125015853,0.0399758099341826
"","Austria",3,2020-03-13,0.02026154,49.354590026227,0.0399712922983384
"","Austria",4,2020-03-20,0.02025806,49.3630683293464,0.0399644270700685
"","Austria",5,2020-03-27,0.02025282,49.3758400064781,0.0399540897723289
"","Austria",6,2020-04-03,0.02024504,49.3948147299289,0.039938741647059
"","Austria",7,2020-04-10,0.02023882,49.4099952467585,0.0399264710379101
"","Austria",8,2020-04-17,0.02023445,49.4206662400016,0.0399178500472379
"","Austria",9,2020-04-24,0.02022646,49.4401887428645,0.0399020876409517
"","Azerbaijan",1,2020-03-04,0.1142005,8.75652908700049,2.83858701623058
"","Azerbaijan",2,2020-03-11,0.1202991,8.31261414258294,2.99017485321189
"","Azerbaijan",3,2020-03-18,0.168093,5.94908770740007,4.17814814575459
"","Azerbaijan",4,2020-03-25,0.3562161,2.80728467915965,8.85416785769147
"","Azerbaijan",5,2020-04-01,0.2798947,3.57277218896964,6.95711018193225
"","Azerbaijan",6,2020-04-08,0.04375498,22.8545413573495,1.08758121132069
"","Azerbaijan",7,2020-04-15,0.009126509,109.570921367634,0.226850057144334
"","Azerbaijan",8,2020-04-22,0.02162944,46.2332820452125,0.537625032748004
"","Bahamas",1,2020-03-19,0.1840417,5.43355120062464,5.11160209639297
"","Bahamas",2,2020-03-26,0.2779769,3.59742122456938,7.72057259191161
"","Bahamas",3,2020-04-02,0.09725263,10.2824982727974,2.70110929961922
"","Bahamas",4,2020-04-09,0.09440573,10.5925773785129,2.62203906712179
"","Bahamas",5,2020-04-16,0.06005952,16.6501497181463,1.66810221998795
"","Bahrain",1,2020-02-21,0.1334263,7.49477426864119,2.31350119614259
"","Bahrain",2,2020-02-28,0.252459,3.9610392182493,4.37742932597968
"","Bahrain",3,2020-03-06,0.1832053,5.45835737284893,3.17662770150759
"","Bahrain",4,2020-03-13,0.1350613,7.40404542233786,2.34185073784234
"","Bahrain",5,2020-03-20,0.1031135,9.69805117661606,1.78790242694618
"","Bahrain",6,2020-03-27,0.05465822,18.2955098062103,0.947728126681358
"","Bahrain",7,2020-04-03,0.1449829,6.89736513754381,2.51388303932749
"","Bahrain",8,2020-04-10,0.2879157,3.4732388681826,4.99221904780565
"","Bahrain",9,2020-04-17,0.06134028,16.3025013906034,1.06358949586192
"","Bangladesh",1,2020-03-11,0.1654223,6.04513418082084,10.1585664964794
"","Bangladesh",2,2020-03-18,0.166742,5.99728922527018,10.239609138284
"","Bangladesh",3,2020-03-25,0.1826601,5.47464936239496,11.2171380285703
"","Bangladesh",4,2020-04-01,0.3313352,3.01809164857824,20.3472606886997
"","Bangladesh",5,2020-04-08,0.613259,1.63063240816686,37.6601723653005
"","Bangladesh",6,2020-04-15,0.2505768,3.99079244367396,15.3878956179125
"","Bangladesh",7,2020-04-22,0.383894,2.6048857236633,23.5748912123665
"","Barbados",1,2020-03-17,0.230405,4.34018358976585,13.8309942011934
"","Barbados",2,2020-03-24,0.2376241,4.20832735400155,14.2643499453736
"","Barbados",3,2020-03-31,0.07259805,13.7744746587546,4.35799226825784
"","Barbados",4,2020-04-07,0.02211636,45.2153971087466,1.32762417009833
"","Barbados",5,2020-04-14,0.02080601,48.0630356324927,1.24896509910797
"Beijing","China",1,2020-01-29,0.2606826,3.83608265377129,6.46139203091364
"Beijing","China",2,2020-02-05,0.0503664,19.8545061787223,1.24840344382712
"Beijing","China",3,2020-02-12,0.01067706,93.6587412639809,0.264646241818928
"Beijing","China",4,2020-02-19,0.009610328,104.054721129185,0.238205759623643
"Beijing","China",5,2020-02-26,0.00364235,274.548025313328,0.0902808674756132
"Beijing","China",6,2020-03-04,0.01007723,99.2336187622988,0.249778595179286
"Beijing","China",7,2020-03-11,0.03649262,27.4028008950851,0.90452191306654
"Beijing","China",8,2020-03-18,0.0651959,15.3383878434073,1.61597386518411
"Beijing","China",9,2020-03-25,0.06249528,16.0012084112592,1.54903512609479
"Beijing","China",10,2020-04-01,0.01218992,82.0349928465486,0.302144646192246
"Beijing","China",11,2020-04-08,0.003297606,303.250297336917,0.0817358931109825
"Beijing","China",12,2020-04-15,0.003249637,307.726678395156,0.0805469126637609
"Beijing","China",13,2020-04-22,0.0003310284,3020.88884216581,0.00820501355198273
"","Belarus",1,2020-03-01,0.09785346,10.2193627082783,7.13999811747125
"","Belarus",2,2020-03-08,0.1202888,8.31332592893104,8.77702030723161
"","Belarus",3,2020-03-15,0.2063145,4.84696906906689,15.0539913622576
"","Belarus",4,2020-03-22,0.2041988,4.89718842618076,14.8996167083912
"","Belarus",5,2020-03-29,0.3118196,3.20698249885511,22.7523008076632
"","Belarus",6,2020-04-05,0.4546844,2.19932770950576,33.1766067346371
"","Belarus",7,2020-04-12,0.1342719,7.44757466007407,9.79731440492026
"","Belarus",8,2020-04-19,0.1617896,6.18086700257618,11.8051772459188
"","Belgium",1,2020-02-05,0.02599306,38.4718074747644,0.765542903054036
"","Belgium",2,2020-02-12,0.07602788,13.1530696370858,2.23915937439624
"","Belgium",3,2020-02-19,0.08235794,12.1421201161661,2.42559115691458
"","Belgium",4,2020-02-26,0.1560333,6.40888835908745,4.59546453765356
"","Belgium",5,2020-03-04,0.3197903,3.12704919442522,9.41840609110744
"","Belgium",6,2020-03-11,0.2970013,3.3669886293427,8.74722858381517
"","Belgium",7,2020-03-18,0.1848442,5.40996147025441,5.44399795486568
"","Belgium",8,2020-03-25,0.2476132,4.03855691053627,7.29265919297303
"","Belgium",9,2020-04-01,0.08808678,11.3524413084461,2.59431591670554
"","Belgium",10,2020-04-08,0.1030993,9.69938690175394,3.03646194118118
"","Belgium",11,2020-04-15,0.0341899,29.2484037683643,1.00695475258116
"","Belgium",12,2020-04-22,0.07967156,12.5515303076782,2.3464723789059
"","Belize",1,2020-03-26,0.1205973,8.29205960664128,6.12032648562072
"","Belize",2,2020-04-02,0.1377401,7.26004990558305,6.99032550614356
"","Belize",3,2020-04-09,0.1971824,5.07144653883917,10.0070288905163
"","Belize",4,2020-04-16,0.1542042,6.48490767436944,7.82588042563104
"","Benin",1,2020-03-19,0.1850756,5.40319739609111,5.84255474841976
"","Benin",2,2020-03-26,0.148907,6.71560101271263,4.70076714554993
"","Benin",3,2020-04-02,0.1870541,5.34604694577665,5.90501297937916
"","Benin",4,2020-04-09,0.04063162,24.6113740973163,1.28267834531936
"","Benin",5,2020-04-16,0.02777901,35.998403110838,0.876941027244542
"Bermuda","United_Kingdom",1,2020-03-24,0.3682079,2.71585699274785,4.46742561932332
"Bermuda","United_Kingdom",2,2020-03-31,0.0780727,12.8085745721616,0.947247411448109
"Bermuda","United_Kingdom",3,2020-04-07,0.08469865,11.8065636229149,1.02763932803207
"Bermuda","United_Kingdom",4,2020-04-14,0.09176432,10.8974817227437,1.11336631861452
"","Bhutan",1,2020-03-09,0.03419927,29.2403902188556,1.39269900647945
"","Bhutan",2,2020-03-16,0.07082623,14.1190629516776,2.88426098433343
"","Bhutan",3,2020-03-23,0.172078,5.8113181231767,7.00754313284963
"","Bhutan",4,2020-03-30,0.01429638,69.9477769896995,0.582192374932349
"","Bhutan",5,2020-04-06,0.01115505,89.6454968825778,0.454267797301771
"","Bhutan",6,2020-04-13,0.02118844,47.1955462506914,0.862858164424251
"","Bolivia",1,2020-03-14,0.2263049,4.41881726820763,20.38079653597
"","Bolivia",2,2020-03-21,0.3304987,3.02573050968128,29.7643876031964
"","Bolivia",3,2020-03-28,0.1368474,7.3074095671529,12.3243421414053
"","Bolivia",4,2020-04-04,0.1369649,7.30114065720487,12.3349240757468
"","Bolivia",5,2020-04-11,0.1003099,9.96910574130769,9.0338108562541
"","Bolivia",6,2020-04-18,0.08463859,11.8149416241457,7.62246810334812
"Bonaire,_Sint_Eustatius_and_Saba","Netherlands",1,2020-04-05,0,Inf,0
"Bonaire,_Sint_Eustatius_and_Saba","Netherlands",2,2020-04-12,0,Inf,0
"","Bosnia_and_Herzegovina",1,2020-03-08,0.2166317,4.61612958768269,9.41424663368251
"","Bosnia_and_Herzegovina",2,2020-03-15,0.4295226,2.32816620126624,18.6659278911653
"","Bosnia_and_Herzegovina",3,2020-03-22,0.2616995,3.82117657848028,11.3727752536281
"","Bosnia_and_Herzegovina",4,2020-03-29,0.1845871,5.41749667230267,8.02167219661858
"","Bosnia_and_Herzegovina",5,2020-04-05,0.0637802,15.678847040304,2.77172054295654
"","Bosnia_and_Herzegovina",6,2020-04-12,0.04353052,22.9723881083892,1.89172245508136
"","Bosnia_and_Herzegovina",7,2020-04-19,0.03659929,27.3229344066511,1.59050934225079
"","Botswana",1,2020-04-03,0.4119181,2.42766705323218,22.5842197026185
"","Botswana",2,2020-04-10,0.06730806,14.8570616951373,3.69029672354051
"","Botswana",3,2020-04-17,0.07712751,12.9655423855898,4.22866737576209
"","Brazil",1,2020-02-29,0.07282195,13.7321233501712,0.151969826387157
"","Brazil",2,2020-03-07,0.07254804,13.7839699046315,0.151398212263315
"","Brazil",3,2020-03-14,0.07238436,13.815139071479,0.151056633643365
"","Brazil",4,2020-03-21,0.07209459,13.8706663010359,0.150451921786677
"","Brazil",5,2020-03-28,0.07187363,13.9133086780228,0.149990807344692
"","Brazil",6,2020-04-04,0.07197181,13.8943289046086,0.150195696084346
"","Brazil",7,2020-04-11,0.07203038,13.8830310210775,0.150317923966619
"","Brazil",8,2020-04-18,0.07282414,13.7317103916366,0.151974396628956
"British_Virgin_Islands","United_Kingdom",1,2020-03-30,0.001701045,587.873924558139,0.0462272647227633
"British_Virgin_Islands","United_Kingdom",2,2020-04-06,0.002766249,361.500356620102,0.0751750393505635
"British_Virgin_Islands","United_Kingdom",3,2020-04-13,0.003373991,296.384904405495,0.0916909165420203
"","Brunei",1,2020-03-13,0.2193931,4.55802848858966,4.65812254347435
"","Brunei",2,2020-03-20,0.1085404,9.21315933974815,2.30451406228237
"","Brunei",3,2020-03-27,0.01053379,94.9325931122606,0.223651904582344
"","Brunei",4,2020-04-03,0.002515249,397.574951823855,0.0534034027020508
"","Brunei",5,2020-04-10,0.001652425,605.171187799749,0.0350840484222184
"","Brunei",6,2020-04-17,0.002154156,464.218933076342,0.0457367283919163
"","Bulgaria",1,2020-03-15,0.4408361,2.26841676532389,34.6623489052139
"","Bulgaria",2,2020-03-22,0.1396717,7.15964651393231,10.9821976865878
"","Bulgaria",3,2020-03-29,0.08700207,11.4939793961224,6.84085560555464
"","Bulgaria",4,2020-04-05,0.03977442,25.1417871083978,3.12740908365381
"","Bulgaria",5,2020-04-12,0.04029217,24.8187178799256,3.16811906894239
"","Bulgaria",6,2020-04-19,0.05372066,18.6148122528651,4.2239831545973
"","Burkina_Faso",1,2020-03-16,0.382129,2.61691732373099,7.63271395394313
"","Burkina_Faso",2,2020-03-23,0.3051638,3.27692865274322,6.09539708972183
"","Burkina_Faso",3,2020-03-30,0.08766962,11.4064598432159,1.75112889079576
"","Burkina_Faso",4,2020-04-06,0.08104675,12.3385576842995,1.61884248420492
"","Burkina_Faso",5,2020-04-13,0.009208728,108.592630817199,0.18393680328807
"","Burkina_Faso",6,2020-04-20,0.01770891,56.4687493470801,0.353720980260915
"","Burma",1,2020-03-29,0.09879482,10.1219881771129,5.76173621645202
"","Burma",2,2020-04-05,0.08520551,11.736330197425,4.96920458793553
"","Burma",3,2020-04-12,0.3168035,3.15653078327733,18.4760516740529
"","Burundi",1,2020-04-03,0.05534883,18.0672292440509,6.53078839196556
"","Burundi",2,2020-04-10,0.09811457,10.1921661584003,11.5768570869283
"","Burundi",3,2020-04-17,0.08480092,11.7923248945884,10.0059362404589
"","Cabo_Verde",1,2020-03-21,0.1733555,5.76849306771346,7.9170198423862
"","Cabo_Verde",2,2020-03-28,0.06169057,16.2099328957408,2.81736354934291
"","Cabo_Verde",3,2020-04-04,0.0482388,20.7302005854209,2.20303097838199
"","Cabo_Verde",4,2020-04-11,0.1067362,9.36889265310176,4.87456477181804
"","Cambodia",1,2020-01-30,0.03573635,27.9827122803532,0.905546697939177
"","Cambodia",2,2020-02-06,0.04915179,20.345139007145,1.24548928842201
"","Cambodia",3,2020-02-13,0.07660188,13.0545098893134,1.94106503573905
"","Cambodia",4,2020-02-20,0.1323522,7.55559786690361,3.35375878272363
"","Cambodia",5,2020-02-27,0.2307528,4.3336418886358,5.84719581267307
"","Cambodia",6,2020-03-05,0.4094287,2.44242770475055,10.3747810654006
"","Cambodia",7,2020-03-12,0.7906956,1.26470920035473,20.0359518992577
"","Cambodia",8,2020-03-19,0.29664,3.37108953613808,7.51675457836845
"","Cambodia",9,2020-03-26,0.01900627,52.6142162560039,0.481612281014721
"","Cambodia",10,2020-04-02,0.003615551,276.583015977371,0.0916168066766944
"","Cambodia",11,2020-04-09,0.002353126,424.966618872088,0.0596273956107667
"","Cambodia",12,2020-04-16,0.002359154,423.8807640366,0.0597801430372716
"","Cameroon",1,2020-03-08,0.06217933,16.082514880749,3.37324141178564
"","Cameroon",2,2020-03-15,0.07900389,12.6576045812428,4.28597724420893
"","Cameroon",3,2020-03-22,0.2233403,4.47747226989486,12.1162571047425
"","Cameroon",4,2020-03-29,0.4031461,2.48049032348322,21.8707586511446
"","Cameroon",5,2020-04-05,0.05838246,17.1284320667543,3.1672604351626
"","Cameroon",6,2020-04-12,0.03046426,32.8253500987715,1.65269235630884
"","Cameroon",7,2020-04-19,0.04142644,24.1391729533119,2.24739287076353
"Cayman_Islands","United_Kingdom",1,2020-03-14,0.3032368,3.29775277934604,19.4229172858358
"Cayman_Islands","United_Kingdom",2,2020-03-21,0.1820076,5.49427606319736,11.6579470571959
"Cayman_Islands","United_Kingdom",3,2020-03-28,0.3261985,3.06561802092897,20.893659622657
"Cayman_Islands","United_Kingdom",4,2020-04-04,0.05395444,18.5341558544579,3.45588868278385
"Cayman_Islands","United_Kingdom",5,2020-04-11,0.08053793,12.4165098358003,5.15861383830206
"","Central_African_Republic",1,2020-03-16,0.1126057,8.88054512338185,12.8645181190879
"","Central_African_Republic",2,2020-03-23,0.06686256,14.9560531334726,7.6386418681168
"","Central_African_Republic",3,2020-03-30,0.1415885,7.06272048930528,16.1756271991957
"","Central_African_Republic",4,2020-04-06,0.0212255,47.1131422110198,2.42488461362702
"","Central_African_Republic",5,2020-04-13,0.01577767,63.3807146429099,1.80250308458621
"","Chad",1,2020-03-22,0.268344,3.72655993799004,19.4396953908745
"","Chad",2,2020-03-29,0.1196413,8.35831773810549,8.66719743377244
"","Chad",3,2020-04-05,0.07101677,14.0811811069414,5.14468136587288
"","Chad",4,2020-04-12,0.250374,3.99402493869172,18.1378912656695
"Channel_Islands","United_Kingdom",1,2020-03-13,0.2567943,3.89416743284411,18.3450051971525
"Channel_Islands","United_Kingdom",2,2020-03-20,0.5419246,1.84527515451412,38.7142923478627
"Channel_Islands","United_Kingdom",3,2020-03-27,0.395644,2.52752474446725,28.2642225167077
"Channel_Islands","United_Kingdom",4,2020-04-03,0.06942721,14.4035746215353,4.95977725468905
"Channel_Islands","United_Kingdom",5,2020-04-10,0.04523302,22.1077434139927,3.23138008508328
"Channel_Islands","United_Kingdom",6,2020-04-17,0.06441751,15.5237294952879,4.60189169205711
"","Chile",1,2020-03-06,0,Inf,0
"","Chile",2,2020-03-13,0,Inf,0
"","Chile",3,2020-03-20,0,Inf,0
"","Chile",4,2020-03-27,0,Inf,0
"","Chile",5,2020-04-03,0,Inf,0
"","Chile",6,2020-04-10,0,Inf,0
"","Chile",7,2020-04-17,0,Inf,0
"Chongqing","China",1,2020-01-25,0.862612,1.15926975279732,15.8162074450286
"Chongqing","China",2,2020-02-01,0.206757,4.83659561707705,3.79094146929533
"Chongqing","China",3,2020-02-08,0.01498927,66.7143896934274,0.274832026182738
"Chongqing","China",4,2020-02-15,0.003980968,251.195186698311,0.0729920470849243
"Chongqing","China",5,2020-02-22,0.002150143,465.085345486323,0.0394234113651053
"Chongqing","China",6,2020-02-29,0.001260198,793.526096692742,0.0231060465073639
"Chongqing","China",7,2020-03-07,0.0008445259,1184.09630776273,0.0154845942638168
"Chongqing","China",8,2020-03-14,0.0009130268,1095.25810195276,0.0167405754518493
"Chongqing","China",9,2020-03-21,0.0004056272,2465.31790767483,0.00743727648183206
"Chongqing","China",10,2020-03-28,0.0003517762,2842.71647712381,0.00644990488588598
"Chongqing","China",11,2020-04-04,0.0003000726,3332.52686183277,0.00550190640771181
"Chongqing","China",12,2020-04-11,0.0002178753,4589.78140248114,0.00399479828932109
"Chongqing","China",13,2020-04-18,0.0004016004,2490.03736052056,0.00736344409352811
"","Colombia",1,2020-03-13,0.4640645,2.15487286788798,25.0781285886056
"","Colombia",2,2020-03-20,0.4127992,2.42248531489402,22.307742606628
"","Colombia",3,2020-03-27,0.1379478,7.2491188696014,7.45472378713574
"","Colombia",4,2020-04-03,0.1654266,6.04497704722215,8.93968305435091
"","Colombia",5,2020-04-10,0.03468103,28.8342070578642,1.8741690646996
"","Colombia",6,2020-04-17,0.07743748,12.9136433675269,4.18473527067375
"","Congo_(Brazzaville)",1,2020-03-18,0.2656086,3.76493833407503,12.2999117824801
"","Congo_(Brazzaville)",2,2020-03-25,0.2339235,4.27490183756655,10.8326252005733
"","Congo_(Brazzaville)",3,2020-04-01,0.2224854,4.49467695408328,10.3029449832942
"","Congo_(Brazzaville)",4,2020-04-08,0.06425245,15.5636088584949,2.97542875798531
"","Congo_(Brazzaville)",5,2020-04-15,0.04133842,24.1905713861343,1.91431647630051
"","Congo_(Kinshasa)",1,2020-03-18,0.1780483,5.6164535128951,10.6224688989278
"","Congo_(Kinshasa)",2,2020-03-25,0.2528935,3.95423369916585,15.0877786448452
"","Congo_(Kinshasa)",3,2020-04-01,0.09671987,10.3391371390388,5.77036574335918
"","Congo_(Kinshasa)",4,2020-04-08,0.06894091,14.5051755191511,4.11305624562986
"","Congo_(Kinshasa)",5,2020-04-15,0.05054995,19.7824132368083,3.0158404866396
"","Costa_Rica",1,2020-03-03,0.0977796,10.2270821316512,12.8355092178971
"","Costa_Rica",2,2020-03-10,0.2439176,4.09974515984086,32.0190162693173
"","Costa_Rica",3,2020-03-17,0.3583342,2.79069092484055,47.0384612658242
"","Costa_Rica",4,2020-03-24,0.1513066,6.60909702550979,19.8619881757409
"","Costa_Rica",5,2020-03-31,0.05127757,19.5017041564177,6.73119671594448
"","Costa_Rica",6,2020-04-07,0.03281384,30.4749459374459,4.30746644284289
"","Costa_Rica",7,2020-04-14,0.007307589,136.844039805742,0.959265797468015
"","Costa_Rica",8,2020-04-21,0.00172571,579.47163776069,0.226533618591375
"","Cote_d'Ivoire",1,2020-03-06,0.4322212,2.31363015048776,16.4180665844917
"","Cote_d'Ivoire",2,2020-03-13,0.5566509,1.79645806734526,21.1445702814143
"","Cote_d'Ivoire",3,2020-03-20,0.8067872,1.2394842159122,30.6460811480687
"","Cote_d'Ivoire",4,2020-03-27,0.1113148,8.98353139025538,4.22832984184806
"","Cote_d'Ivoire",5,2020-04-03,0.2125283,4.70525572359069,8.07295843074989
"","Cote_d'Ivoire",6,2020-04-10,0.04666045,21.4314264007312,1.77241277142895
"","Cote_d'Ivoire",7,2020-04-17,0.06946444,14.3958549151192,2.63862994497824
"","Croatia",1,2020-03-01,0.05053876,19.7867933443559,2.25634170798632
"","Croatia",2,2020-03-08,0.09368002,10.6746347833828,4.18241635392307
"","Croatia",3,2020-03-15,0.2022859,4.94349828633632,9.03120917702672
"","Croatia",4,2020-03-22,0.3091558,3.23461503876039,13.8024978413772
"","Croatia",5,2020-03-29,0.1083308,9.23098509380527,4.83651166549248
"","Croatia",6,2020-04-05,0.05126448,19.506683770127,2.28874203407901
"","Croatia",7,2020-04-12,0.01146152,87.2484626820875,0.511708352419399
"","Croatia",8,2020-04-19,0.006756672,148.001856535288,0.301656804416716
"","Cuba",1,2020-03-20,0.6961194,1.43653516911036,26.3254102145493
"","Cuba",2,2020-03-27,0.2277124,4.39150437130345,8.61148581829431
"","Cuba",3,2020-04-03,0.1835797,5.44722537404735,6.94250283724876
"","Cuba",4,2020-04-10,0.07786205,12.8432272204495,2.94453854668574
"","Cuba",5,2020-04-17,0.06975681,14.3355179229096,2.63801962494994
"Curacao","Netherlands",1,2020-03-16,0.1573713,6.35439880079786,2.30987264614957
"Curacao","Netherlands",2,2020-03-23,0.2193783,4.55833598856405,3.22000221342008
"Curacao","Netherlands",3,2020-03-30,0.06878423,14.538216099824,1.00960474599537
"Curacao","Netherlands",4,2020-04-06,0.03522809,28.3864382088271,0.517072690300552
"Curacao","Netherlands",5,2020-04-13,0.02631119,38.0066428010288,0.386191752045285
"","Cyprus",1,2020-03-12,0.624442,1.60142975648659,64.1031576688921
"","Cyprus",2,2020-03-19,0.1116335,8.95788450599506,11.4599271855997
"","Cyprus",3,2020-03-26,0.2019635,4.95138973131284,20.7329072737921
"","Cyprus",4,2020-04-02,0.08440129,11.8481601406803,8.66435825957877
"","Cyprus",5,2020-04-09,0.0570377,17.5322637483629,5.8553022957632
"","Cyprus",6,2020-04-16,0.01168169,85.6040521534127,1.19920379460241
"","Cyprus",7,2020-04-23,0.01214686,82.3258027177394,1.24695661368383
"","Czechia",1,2020-03-05,0.08941756,11.1834856598637,8.96778139839629
